,Disease,Symptom_1,Symptom_2,Symptom_3
2478,Typhoid, chills, vomiting, fatigue
2479,hepatitis A, joint_pain, vomiting, yellowish_skin
2480,Hepatitis B,itching, fatigue, lethargy
2481,Hepatitis C, fatigue, yellowish_skin, nausea
2482,Hepatitis D, joint_pain, vomiting, fatigue
2483,Hepatitis E, joint_pain, vomiting, fatigue
2484,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2485,Tuberculosis, chills, vomiting, fatigue
2486,Common Cold, continuous_sneezing, chills, fatigue
2487,Pneumonia, chills, fatigue, cough
2488,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2489,Heart attack, vomiting, breathlessness, sweating
2490,Varicose veins, fatigue, cramps, bruising
2491,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2492,Hyperthyroidism, fatigue, mood_swings, weight_loss
2493,Hypoglycemia, vomiting, fatigue, anxiety
2494,Osteoarthristis, joint_pain, neck_pain, knee_pain
2495,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2496,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2497,Acne, skin_rash, pus_filled_pimples, blackheads
2498,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2499,Psoriasis, skin_rash, joint_pain, skin_peeling
2500,Impetigo, skin_rash, high_fever, blister
2501,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2502,Allergy, continuous_sneezing, shivering, chills
2503,GERD, stomach_pain, acidity, ulcers_on_tongue
2504,Chronic cholestasis,itching, vomiting, yellowish_skin
2505,Drug Reaction,itching, skin_rash, stomach_pain
2506,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2507,AIDS, muscle_wasting, patches_in_throat, high_fever
2508,Diabetes , fatigue, weight_loss, restlessness
2509,Gastroenteritis, vomiting, sunken_eyes, dehydration
2510,Bronchial Asthma, fatigue, cough, high_fever
2511,Hypertension , headache, chest_pain, dizziness
2512,Migraine, acidity, indigestion, headache
2513,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2514,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2515,Jaundice,itching, vomiting, fatigue
2516,Malaria, chills, vomiting, high_fever
2517,Chicken pox,itching, skin_rash, fatigue
2518,Dengue, skin_rash, chills, joint_pain
2519,Typhoid, chills, vomiting, fatigue
2520,hepatitis A, joint_pain, vomiting, yellowish_skin
2521,Hepatitis B,itching, fatigue, lethargy
2522,Hepatitis C, fatigue, yellowish_skin, nausea
2523,Hepatitis D, joint_pain, vomiting, fatigue
2524,Hepatitis E, joint_pain, vomiting, fatigue
2525,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2526,Tuberculosis, chills, vomiting, fatigue
2527,Common Cold, continuous_sneezing, chills, fatigue
2528,Pneumonia, chills, fatigue, cough
2529,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2530,Heart attack, vomiting, breathlessness, sweating
2531,Varicose veins, fatigue, cramps, bruising
2532,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2533,Hyperthyroidism, fatigue, mood_swings, weight_loss
2534,Hypoglycemia, vomiting, fatigue, anxiety
2535,Osteoarthristis, joint_pain, neck_pain, knee_pain
2536,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2537,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2538,Acne, skin_rash, pus_filled_pimples, blackheads
2539,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2540,Psoriasis, skin_rash, joint_pain, skin_peeling
2541,Impetigo, skin_rash, high_fever, blister
2542,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2543,Allergy, continuous_sneezing, shivering, chills
2544,GERD, stomach_pain, acidity, ulcers_on_tongue
2545,Chronic cholestasis,itching, vomiting, yellowish_skin
2546,Drug Reaction,itching, skin_rash, stomach_pain
2547,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2548,AIDS, muscle_wasting, patches_in_throat, high_fever
2549,Diabetes , fatigue, weight_loss, restlessness
2550,Gastroenteritis, vomiting, sunken_eyes, dehydration
2551,Bronchial Asthma, fatigue, cough, high_fever
2552,Hypertension , headache, chest_pain, dizziness
2553,Migraine, acidity, indigestion, headache
2554,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2555,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2556,Jaundice,itching, vomiting, fatigue
2557,Malaria, chills, vomiting, high_fever
2558,Chicken pox,itching, skin_rash, fatigue
2559,Dengue, skin_rash, chills, joint_pain
2560,Typhoid, chills, vomiting, fatigue
2561,hepatitis A, joint_pain, vomiting, yellowish_skin
2562,Hepatitis B,itching, fatigue, lethargy
2563,Hepatitis C, fatigue, yellowish_skin, nausea
2564,Hepatitis D, joint_pain, vomiting, fatigue
2565,Hepatitis E, joint_pain, vomiting, fatigue
2566,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2567,Tuberculosis, chills, vomiting, fatigue
2568,Common Cold, continuous_sneezing, chills, fatigue
2569,Pneumonia, chills, fatigue, cough
2570,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2571,Heart attack, vomiting, breathlessness, sweating
2572,Varicose veins, fatigue, cramps, bruising
2573,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2574,Hyperthyroidism, fatigue, mood_swings, weight_loss
2575,Hypoglycemia, vomiting, fatigue, anxiety
2576,Osteoarthristis, joint_pain, neck_pain, knee_pain
2577,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2578,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2579,Acne, skin_rash, pus_filled_pimples, blackheads
2580,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2581,Psoriasis, skin_rash, joint_pain, skin_peeling
2582,Impetigo, skin_rash, high_fever, blister
2583,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2584,Allergy, continuous_sneezing, shivering, chills
2585,GERD, stomach_pain, acidity, ulcers_on_tongue
2586,Chronic cholestasis,itching, vomiting, yellowish_skin
2587,Drug Reaction,itching, skin_rash, stomach_pain
2588,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2589,AIDS, muscle_wasting, patches_in_throat, high_fever
2590,Diabetes , fatigue, weight_loss, restlessness
2591,Gastroenteritis, vomiting, sunken_eyes, dehydration
2592,Bronchial Asthma, fatigue, cough, high_fever
2593,Hypertension , headache, chest_pain, dizziness
2594,Migraine, acidity, indigestion, headache
2595,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2596,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2597,Jaundice,itching, vomiting, fatigue
2598,Malaria, chills, vomiting, high_fever
2599,Chicken pox,itching, skin_rash, fatigue
2600,Dengue, skin_rash, chills, joint_pain
2601,Typhoid, chills, vomiting, fatigue
2602,hepatitis A, joint_pain, vomiting, yellowish_skin
2603,Hepatitis B,itching, fatigue, lethargy
2604,Hepatitis C, fatigue, yellowish_skin, nausea
2605,Hepatitis D, joint_pain, vomiting, fatigue
2606,Hepatitis E, joint_pain, vomiting, fatigue
2607,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2608,Tuberculosis, chills, vomiting, fatigue
2609,Common Cold, continuous_sneezing, chills, fatigue
2610,Pneumonia, chills, fatigue, cough
2611,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2612,Heart attack, vomiting, breathlessness, sweating
2613,Varicose veins, fatigue, cramps, bruising
2614,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2615,Hyperthyroidism, fatigue, mood_swings, weight_loss
2616,Hypoglycemia, vomiting, fatigue, anxiety
2617,Osteoarthristis, joint_pain, neck_pain, knee_pain
2618,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2619,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2620,Acne, skin_rash, pus_filled_pimples, blackheads
2621,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2622,Psoriasis, skin_rash, joint_pain, skin_peeling
2623,Impetigo, skin_rash, high_fever, blister
2624,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2625,Allergy, continuous_sneezing, shivering, chills
2626,GERD, stomach_pain, acidity, ulcers_on_tongue
2627,Chronic cholestasis,itching, vomiting, yellowish_skin
2628,Drug Reaction,itching, skin_rash, stomach_pain
2629,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2630,AIDS, muscle_wasting, patches_in_throat, high_fever
2631,Diabetes , fatigue, weight_loss, restlessness
2632,Gastroenteritis, vomiting, sunken_eyes, dehydration
2633,Bronchial Asthma, fatigue, cough, high_fever
2634,Hypertension , headache, chest_pain, dizziness
2635,Migraine, acidity, indigestion, headache
2636,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2637,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2638,Jaundice,itching, vomiting, fatigue
2639,Malaria, chills, vomiting, high_fever
2640,Chicken pox,itching, skin_rash, fatigue
2641,Dengue, skin_rash, chills, joint_pain
2642,Typhoid, chills, vomiting, fatigue
2643,hepatitis A, joint_pain, vomiting, yellowish_skin
2644,Hepatitis B,itching, fatigue, lethargy
2645,Hepatitis C, fatigue, yellowish_skin, nausea
2646,Hepatitis D, joint_pain, vomiting, fatigue
2647,Hepatitis E, joint_pain, vomiting, fatigue
2648,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2649,Tuberculosis, chills, vomiting, fatigue
2650,Common Cold, continuous_sneezing, chills, fatigue
2651,Pneumonia, chills, fatigue, cough
2652,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2653,Heart attack, vomiting, breathlessness, sweating
2654,Varicose veins, fatigue, cramps, bruising
2655,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2656,Hyperthyroidism, fatigue, mood_swings, weight_loss
2657,Hypoglycemia, vomiting, fatigue, anxiety
2658,Osteoarthristis, joint_pain, neck_pain, knee_pain
2659,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2660,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2661,Acne, skin_rash, pus_filled_pimples, blackheads
2662,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2663,Psoriasis, skin_rash, joint_pain, skin_peeling
2664,Impetigo, skin_rash, high_fever, blister
2665,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2666,Allergy, continuous_sneezing, shivering, chills
2667,GERD, stomach_pain, acidity, ulcers_on_tongue
2668,Chronic cholestasis,itching, vomiting, yellowish_skin
2669,Drug Reaction,itching, skin_rash, stomach_pain
2670,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2671,AIDS, muscle_wasting, patches_in_throat, high_fever
2672,Diabetes , fatigue, weight_loss, restlessness
2673,Gastroenteritis, vomiting, sunken_eyes, dehydration
2674,Bronchial Asthma, fatigue, cough, high_fever
2675,Hypertension , headache, chest_pain, dizziness
2676,Migraine, acidity, indigestion, headache
2677,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2678,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2679,Jaundice,itching, vomiting, fatigue
2680,Malaria, chills, vomiting, high_fever
2681,Chicken pox,itching, skin_rash, fatigue
2682,Dengue, skin_rash, chills, joint_pain
2683,Typhoid, chills, vomiting, fatigue
2684,hepatitis A, joint_pain, vomiting, yellowish_skin
2685,Hepatitis B,itching, fatigue, lethargy
2686,Hepatitis C, fatigue, yellowish_skin, nausea
2687,Hepatitis D, joint_pain, vomiting, fatigue
2688,Hepatitis E, joint_pain, vomiting, fatigue
2689,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2690,Tuberculosis, chills, vomiting, fatigue
2691,Common Cold, continuous_sneezing, chills, fatigue
2692,Pneumonia, chills, fatigue, cough
2693,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2694,Heart attack, vomiting, breathlessness, sweating
2695,Varicose veins, fatigue, cramps, bruising
2696,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2697,Hyperthyroidism, fatigue, mood_swings, weight_loss
2698,Hypoglycemia, vomiting, fatigue, anxiety
2699,Osteoarthristis, joint_pain, neck_pain, knee_pain
2700,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2701,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2702,Acne, skin_rash, pus_filled_pimples, blackheads
2703,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2704,Psoriasis, skin_rash, joint_pain, skin_peeling
2705,Impetigo, skin_rash, high_fever, blister
2706,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2707,Allergy, continuous_sneezing, shivering, chills
2708,GERD, stomach_pain, acidity, ulcers_on_tongue
2709,Chronic cholestasis,itching, vomiting, yellowish_skin
2710,Drug Reaction,itching, skin_rash, stomach_pain
2711,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2712,AIDS, muscle_wasting, patches_in_throat, high_fever
2713,Diabetes , fatigue, weight_loss, restlessness
2714,Gastroenteritis, vomiting, sunken_eyes, dehydration
2715,Bronchial Asthma, fatigue, cough, high_fever
2716,Hypertension , headache, chest_pain, dizziness
2717,Migraine, acidity, indigestion, headache
2718,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2719,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2720,Jaundice,itching, vomiting, fatigue
2721,Malaria, chills, vomiting, high_fever
2722,Chicken pox,itching, skin_rash, fatigue
2723,Dengue, skin_rash, chills, joint_pain
2724,Typhoid, chills, vomiting, fatigue
2725,hepatitis A, joint_pain, vomiting, yellowish_skin
2726,Hepatitis B,itching, fatigue, lethargy
2727,Hepatitis C, fatigue, yellowish_skin, nausea
2728,Hepatitis D, joint_pain, vomiting, fatigue
2729,Hepatitis E, joint_pain, vomiting, fatigue
2730,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2731,Tuberculosis, chills, vomiting, fatigue
2732,Common Cold, continuous_sneezing, chills, fatigue
2733,Pneumonia, chills, fatigue, cough
2734,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2735,Heart attack, vomiting, breathlessness, sweating
2736,Varicose veins, fatigue, cramps, bruising
2737,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2738,Hyperthyroidism, fatigue, mood_swings, weight_loss
2739,Hypoglycemia, vomiting, fatigue, anxiety
2740,Osteoarthristis, joint_pain, neck_pain, knee_pain
2741,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2742,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2743,Acne, skin_rash, pus_filled_pimples, blackheads
2744,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2745,Psoriasis, skin_rash, joint_pain, skin_peeling
2746,Impetigo, skin_rash, high_fever, blister
2747,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2748,Allergy, continuous_sneezing, shivering, chills
2749,GERD, stomach_pain, acidity, ulcers_on_tongue
2750,Chronic cholestasis,itching, vomiting, yellowish_skin
2751,Drug Reaction,itching, skin_rash, stomach_pain
2752,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2753,AIDS, muscle_wasting, patches_in_throat, high_fever
2754,Diabetes , fatigue, weight_loss, restlessness
2755,Gastroenteritis, vomiting, sunken_eyes, dehydration
2756,Bronchial Asthma, fatigue, cough, high_fever
2757,Hypertension , headache, chest_pain, dizziness
2758,Migraine, acidity, indigestion, headache
2759,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2760,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2761,Jaundice,itching, vomiting, fatigue
2762,Malaria, chills, vomiting, high_fever
2763,Chicken pox,itching, skin_rash, fatigue
2764,Dengue, skin_rash, chills, joint_pain
2765,Typhoid, chills, vomiting, fatigue
2766,hepatitis A, joint_pain, vomiting, yellowish_skin
2767,Hepatitis B,itching, fatigue, lethargy
2768,Hepatitis C, fatigue, yellowish_skin, nausea
2769,Hepatitis D, joint_pain, vomiting, fatigue
2770,Hepatitis E, joint_pain, vomiting, fatigue
2771,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2772,Tuberculosis, chills, vomiting, fatigue
2773,Common Cold, continuous_sneezing, chills, fatigue
2774,Pneumonia, chills, fatigue, cough
2775,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2776,Heart attack, vomiting, breathlessness, sweating
2777,Varicose veins, fatigue, cramps, bruising
2778,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2779,Hyperthyroidism, fatigue, mood_swings, weight_loss
2780,Hypoglycemia, vomiting, fatigue, anxiety
2781,Osteoarthristis, joint_pain, neck_pain, knee_pain
2782,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2783,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2784,Acne, skin_rash, pus_filled_pimples, blackheads
2785,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2786,Psoriasis, skin_rash, joint_pain, skin_peeling
2787,Impetigo, skin_rash, high_fever, blister
2788,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2789,Allergy, continuous_sneezing, shivering, chills
2790,GERD, stomach_pain, acidity, ulcers_on_tongue
2791,Chronic cholestasis,itching, vomiting, yellowish_skin
2792,Drug Reaction,itching, skin_rash, stomach_pain
2793,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2794,AIDS, muscle_wasting, patches_in_throat, high_fever
2795,Diabetes , fatigue, weight_loss, restlessness
2796,Gastroenteritis, vomiting, sunken_eyes, dehydration
2797,Bronchial Asthma, fatigue, cough, high_fever
2798,Hypertension , headache, chest_pain, dizziness
2799,Migraine, acidity, indigestion, headache
2800,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2801,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2802,Jaundice,itching, vomiting, fatigue
2803,Malaria, chills, vomiting, high_fever
2804,Chicken pox,itching, skin_rash, fatigue
2805,Dengue, skin_rash, chills, joint_pain
2806,Typhoid, chills, vomiting, fatigue
2807,hepatitis A, joint_pain, vomiting, yellowish_skin
2808,Hepatitis B,itching, fatigue, lethargy
2809,Hepatitis C, fatigue, yellowish_skin, nausea
2810,Hepatitis D, joint_pain, vomiting, fatigue
2811,Hepatitis E, joint_pain, vomiting, fatigue
2812,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2813,Tuberculosis, chills, vomiting, fatigue
2814,Common Cold, continuous_sneezing, chills, fatigue
2815,Pneumonia, chills, fatigue, cough
2816,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2817,Heart attack, vomiting, breathlessness, sweating
2818,Varicose veins, fatigue, cramps, bruising
2819,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2820,Hyperthyroidism, fatigue, mood_swings, weight_loss
2821,Hypoglycemia, vomiting, fatigue, anxiety
2822,Osteoarthristis, joint_pain, neck_pain, knee_pain
2823,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2824,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2825,Acne, skin_rash, pus_filled_pimples, blackheads
2826,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2827,Psoriasis, skin_rash, joint_pain, skin_peeling
2828,Impetigo, skin_rash, high_fever, blister
2829,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2830,Allergy, continuous_sneezing, shivering, chills
2831,GERD, stomach_pain, acidity, ulcers_on_tongue
2832,Chronic cholestasis,itching, vomiting, yellowish_skin
2833,Drug Reaction,itching, skin_rash, stomach_pain
2834,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2835,AIDS, muscle_wasting, patches_in_throat, high_fever
2836,Diabetes , fatigue, weight_loss, restlessness
2837,Gastroenteritis, vomiting, sunken_eyes, dehydration
2838,Bronchial Asthma, fatigue, cough, high_fever
2839,Hypertension , headache, chest_pain, dizziness
2840,Migraine, acidity, indigestion, headache
2841,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2842,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2843,Jaundice,itching, vomiting, fatigue
2844,Malaria, chills, vomiting, high_fever
2845,Chicken pox,itching, skin_rash, fatigue
2846,Dengue, skin_rash, chills, joint_pain
2847,Typhoid, chills, vomiting, fatigue
2848,hepatitis A, joint_pain, vomiting, yellowish_skin
2849,Hepatitis B,itching, fatigue, lethargy
2850,Hepatitis C, fatigue, yellowish_skin, nausea
2851,Hepatitis D, joint_pain, vomiting, fatigue
2852,Hepatitis E, joint_pain, vomiting, fatigue
2853,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2854,Tuberculosis, chills, vomiting, fatigue
2855,Common Cold, continuous_sneezing, chills, fatigue
2856,Pneumonia, chills, fatigue, cough
2857,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2858,Heart attack, vomiting, breathlessness, sweating
2859,Varicose veins, fatigue, cramps, bruising
2860,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2861,Hyperthyroidism, fatigue, mood_swings, weight_loss
2862,Hypoglycemia, vomiting, fatigue, anxiety
2863,Osteoarthristis, joint_pain, neck_pain, knee_pain
2864,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2865,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2866,Acne, skin_rash, pus_filled_pimples, blackheads
2867,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2868,Psoriasis, skin_rash, joint_pain, skin_peeling
2869,Impetigo, skin_rash, high_fever, blister
2870,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2871,Allergy, continuous_sneezing, shivering, chills
2872,GERD, stomach_pain, acidity, ulcers_on_tongue
2873,Chronic cholestasis,itching, vomiting, yellowish_skin
2874,Drug Reaction,itching, skin_rash, stomach_pain
2875,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2876,AIDS, muscle_wasting, patches_in_throat, high_fever
2877,Diabetes , fatigue, weight_loss, restlessness
2878,Gastroenteritis, vomiting, sunken_eyes, dehydration
2879,Bronchial Asthma, fatigue, cough, high_fever
2880,Hypertension , headache, chest_pain, dizziness
2881,Migraine, acidity, indigestion, headache
2882,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2883,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2884,Jaundice,itching, vomiting, fatigue
2885,Malaria, chills, vomiting, high_fever
2886,Chicken pox,itching, skin_rash, fatigue
2887,Dengue, skin_rash, chills, joint_pain
2888,Typhoid, chills, vomiting, fatigue
2889,hepatitis A, joint_pain, vomiting, yellowish_skin
2890,Hepatitis B,itching, fatigue, lethargy
2891,Hepatitis C, fatigue, yellowish_skin, nausea
2892,Hepatitis D, joint_pain, vomiting, fatigue
2893,Hepatitis E, joint_pain, vomiting, fatigue
2894,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2895,Tuberculosis, chills, vomiting, fatigue
2896,Common Cold, continuous_sneezing, chills, fatigue
2897,Pneumonia, chills, fatigue, cough
2898,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2899,Heart attack, vomiting, breathlessness, sweating
2900,Varicose veins, fatigue, cramps, bruising
2901,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2902,Hyperthyroidism, fatigue, mood_swings, weight_loss
2903,Hypoglycemia, vomiting, fatigue, anxiety
2904,Osteoarthristis, joint_pain, neck_pain, knee_pain
2905,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2906,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2907,Acne, skin_rash, pus_filled_pimples, blackheads
2908,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2909,Psoriasis, skin_rash, joint_pain, skin_peeling
2910,Impetigo, skin_rash, high_fever, blister
2911,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2912,Allergy, continuous_sneezing, shivering, chills
2913,GERD, stomach_pain, acidity, ulcers_on_tongue
2914,Chronic cholestasis,itching, vomiting, yellowish_skin
2915,Drug Reaction,itching, skin_rash, stomach_pain
2916,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2917,AIDS, muscle_wasting, patches_in_throat, high_fever
2918,Diabetes , fatigue, weight_loss, restlessness
2919,Gastroenteritis, vomiting, sunken_eyes, dehydration
2920,Bronchial Asthma, fatigue, cough, high_fever
2921,Hypertension , headache, chest_pain, dizziness
2922,Migraine, acidity, indigestion, headache
2923,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2924,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2925,Jaundice,itching, vomiting, fatigue
2926,Malaria, chills, vomiting, high_fever
2927,Chicken pox,itching, skin_rash, fatigue
2928,Dengue, skin_rash, chills, joint_pain
2929,Typhoid, chills, vomiting, fatigue
2930,hepatitis A, joint_pain, vomiting, yellowish_skin
2931,Hepatitis B,itching, fatigue, lethargy
2932,Hepatitis C, fatigue, yellowish_skin, nausea
2933,Hepatitis D, joint_pain, vomiting, fatigue
2934,Hepatitis E, joint_pain, vomiting, fatigue
2935,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2936,Tuberculosis, chills, vomiting, fatigue
2937,Common Cold, continuous_sneezing, chills, fatigue
2938,Pneumonia, chills, fatigue, cough
2939,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2940,Heart attack, vomiting, breathlessness, sweating
2941,Varicose veins, fatigue, cramps, bruising
2942,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2943,Hyperthyroidism, fatigue, mood_swings, weight_loss
2944,Hypoglycemia, vomiting, fatigue, anxiety
2945,Osteoarthristis, joint_pain, neck_pain, knee_pain
2946,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2947,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2948,Acne, skin_rash, pus_filled_pimples, blackheads
2949,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2950,Psoriasis, skin_rash, joint_pain, skin_peeling
2951,Impetigo, skin_rash, high_fever, blister
2952,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2953,Allergy, continuous_sneezing, shivering, chills
2954,GERD, stomach_pain, acidity, ulcers_on_tongue
2955,Chronic cholestasis,itching, vomiting, yellowish_skin
2956,Drug Reaction,itching, skin_rash, stomach_pain
2957,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2958,AIDS, muscle_wasting, patches_in_throat, high_fever
2959,Diabetes , fatigue, weight_loss, restlessness
2960,Gastroenteritis, vomiting, sunken_eyes, dehydration
2961,Bronchial Asthma, fatigue, cough, high_fever
2962,Hypertension , headache, chest_pain, dizziness
2963,Migraine, acidity, indigestion, headache
2964,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
2965,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
2966,Jaundice,itching, vomiting, fatigue
2967,Malaria, chills, vomiting, high_fever
2968,Chicken pox,itching, skin_rash, fatigue
2969,Dengue, skin_rash, chills, joint_pain
2970,Typhoid, chills, vomiting, fatigue
2971,hepatitis A, joint_pain, vomiting, yellowish_skin
2972,Hepatitis B,itching, fatigue, lethargy
2973,Hepatitis C, fatigue, yellowish_skin, nausea
2974,Hepatitis D, joint_pain, vomiting, fatigue
